TRACKER,DATE,TIME,GS Lat,GS Lon,GS Alt asl,TRACKER Lat,TRACKER Lon,TRACKER Alt asl,FIX,HORZV,VERTV,HEAD,FLAGS,#TOT,>40,>32,>24,RSSI Down,RSSI Up,Horizontal range (ft),Alt AGL (ft),Total range (ft),LoRa Max Range (kft),LoRa Success Rate,BATT,GS_batt_v,Down Sent,Down Rcvd,Found Sent,Up Sent,Up Rccvd,Found rocket ID,Found rocket lat,Found rocket lon,Found rocket altitude,Found rocket fix,Found rocket batt_v,Found RSSI,GS_ASL_offset
T102Boot,2024-06-22,11:26:57.794,32.94609,-106.92174,4551.1,32.95135,-106.92300,4549.7,3,0,0,6,0x03,30,0,8,9,-98,-109,1960.72,-1.375,1960.717,78.058,31%,3.646,4.102,18941,279,10938,291,401,akronboo,32.95161,-106.92314,4551.2,3,3.577,-78,0.0
T102Boot,2024-06-22,11:26:58.786,32.94609,-106.92174,4551.1,32.95135,-106.92300,4549.6,3,0,0,-25,0x03,30,0,7,9,-94,-100,1960.70,-1.512,1960.705,123.712,32%,3.646,4.102,18942,280,10938,292,402,akronboo,32.95161,-106.92314,4551.2,3,3.577,-78,0.0
T102Boot,2024-06-22,11:26:59.805,32.94609,-106.92175,4551.9,32.95135,-106.92300,4549.4,3,0,0,-113,0x03,30,0,7,9,-95,-99,1957.30,-2.495,1957.302,110.067,33%,3.654,4.103,18943,281,10938,293,403,akronboo,32.95161,-106.92314,4551.2,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:00.795,32.94609,-106.92175,4551.9,32.95135,-106.92300,4549.3,3,0,0,-133,0x03,30,0,8,9,-94,-99,1957.32,-2.643,1957.326,123.499,34%,3.654,4.103,18944,282,10938,294,404,akronboo,32.95161,-106.92314,4551.2,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:01.814,32.94609,-106.92175,4551.9,32.95135,-106.92300,4549.2,3,0,0,154,0x03,30,0,8,9,-94,-98,1957.33,-2.750,1957.332,123.499,35%,3.649,4.103,18945,283,10938,295,405,akronboo,32.95161,-106.92314,4551.2,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:03.885,32.94609,-106.92175,4551.9,32.95135,-106.92300,4548.9,3,0,0,-178,0x03,30,0,8,8,-93,-99,1957.35,-2.990,1957.351,138.570,31%,3.650,4.102,18947,284,10938,296,406,akronboo,32.95161,-106.92314,4551.2,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:05.863,32.94609,-106.92175,4551.9,32.95135,-106.92300,4548.7,3,0,0,122,0x03,30,0,7,8,-95,-99,1957.38,-3.227,1957.381,110.071,29%,3.650,4.103,18949,286,10938,298,408,akronboo,32.95161,-106.92314,4551.2,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:06.825,32.94609,-106.92175,4551.9,32.95135,-106.92300,4548.7,3,0,0,-27,0x03,29,0,7,8,-98,-100,1957.38,-3.223,1957.381,77.925,32%,3.650,4.103,18950,287,10938,299,409,akronboo,32.95161,-106.92314,4551.2,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:08.805,32.94609,-106.92175,4551.9,32.95135,-106.92300,4549.0,3,0,0,-131,0x03,30,0,7,8,-95,-100,1957.31,-2.915,1957.315,110.068,32%,3.650,4.102,18952,289,10938,300,411,akronboo,32.95161,-106.92314,4551.2,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:09.914,32.94609,-106.92175,4551.9,32.95135,-106.92300,4549.2,3,0,0,-45,0x03,29,0,7,8,-96,-100,1957.28,-2.715,1957.284,98.096,35%,3.647,4.103,18953,290,10938,301,412,akronboo,32.95161,-106.92314,4551.2,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:10.906,32.94609,-106.92175,4551.9,32.95135,-106.92300,4549.3,3,0,0,163,0x03,30,0,8,9,-97,-101,1957.27,-2.675,1957.272,87.428,38%,3.647,4.101,18954,291,10938,302,413,akronboo,32.95161,-106.92314,4551.2,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:12.794,32.94609,-106.92175,4551.9,32.95135,-106.92300,4549.5,3,0,0,-168,0x03,29,0,8,8,-97,-101,1957.23,-2.426,1957.230,87.426,38%,3.647,4.104,18956,292,10938,303,414,akronboo,32.95161,-106.92314,4551.2,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:13.786,32.94609,-106.92175,4551.9,32.95135,-106.92300,4549.7,3,0,0,-69,0x03,30,0,8,9,-96,-102,1957.20,-2.269,1957.206,98.093,41%,3.647,4.103,18957,293,10938,304,415,akronboo,32.95161,-106.92314,4551.2,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:15.794,32.94609,-106.92175,4551.9,32.95135,-106.92300,4549.6,3,0,0,48,0x03,29,0,8,8,-95,-100,1957.20,-2.292,1957.200,110.061,41%,3.651,4.102,18958,295,640,306,416,akronboo,32.95161,-106.92313,4551.5,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:16.786,32.94609,-106.92175,4551.9,32.95135,-106.92300,4549.6,3,0,0,-75,0x03,29,0,8,9,-96,-101,1957.19,-2.357,1957.194,98.092,44%,3.648,4.102,18959,296,640,307,417,akronboo,32.95161,-106.92313,4551.5,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:17.866,32.94609,-106.92175,4551.9,32.95135,-106.92300,4549.5,3,0,0,-60,0x03,29,0,8,8,-98,-101,1957.18,-2.390,1957.182,77.917,46%,3.648,4.103,18960,297,640,308,418,akronboo,32.95161,-106.92313,4551.5,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:18.794,32.94609,-106.92175,4551.9,32.95135,-106.92300,4549.5,3,0,0,133,0x03,29,0,7,9,-97,-102,1957.16,-2.423,1957.164,87.423,49%,3.645,4.102,18961,298,640,309,419,akronboo,32.95161,-106.92313,4551.5,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:19.785,32.94609,-106.92175,4551.9,32.95135,-106.92300,4549.5,3,0,0,-159,0x03,30,0,8,9,-97,-104,1957.14,-2.426,1957.146,87.422,52%,3.645,4.103,18962,299,640,310,420,akronboo,32.95161,-106.92313,4551.5,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:20.806,32.94608,-106.92174,4551.4,32.95135,-106.92300,4549.5,3,0,0,-25,0x03,31,0,8,8,-98,-101,1961.66,-1.895,1961.662,78.095,54%,3.645,4.101,18963,300,640,311,421,akronboo,32.95161,-106.92313,4551.5,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:21.794,32.94608,-106.92174,4551.4,32.95135,-106.92300,4549.5,3,0,0,140,0x03,31,0,8,9,-96,-100,1961.65,-1.865,1961.650,98.315,54%,3.615,4.102,18964,301,640,312,422,akronboo,32.95161,-106.92313,4551.5,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:22.783,32.94608,-106.92174,4551.4,32.95135,-106.92300,4549.7,3,0,0,-35,0x03,31,0,8,8,-95,-99,1961.63,-1.753,1961.632,110.311,54%,3.615,4.102,18965,302,640,313,423,akronboo,32.95161,-106.92313,4551.5,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:23.806,32.94608,-106.92174,4551.4,32.95135,-106.92300,4549.7,3,0,0,37,0x03,30,0,8,9,-96,-99,1961.62,-1.750,1961.626,98.314,54%,3.650,4.103,18966,303,640,314,424,akronboo,32.95161,-106.92313,4551.5,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:24.793,32.94608,-106.92174,4551.4,32.95135,-106.92300,4549.8,3,0,0,-149,0x03,31,0,8,9,-96,-101,1961.58,-1.586,1961.583,98.312,54%,3.650,4.101,18967,304,640,315,425,akronboo,32.95161,-106.92313,4551.5,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:25.785,32.94608,-106.92174,4551.4,32.95135,-106.92300,4550.0,3,0,0,3,0x03,31,0,8,7,-95,-100,1961.55,-1.422,1961.547,110.306,54%,3.652,4.103,18968,305,640,316,426,akronboo,32.95161,-106.92313,4551.5,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:27.794,32.94608,-106.92174,4551.4,32.95135,-106.92300,4550.2,3,0,0,74,0x03,30,0,8,10,-94,-100,1961.50,-1.163,1961.498,123.762,54%,3.652,4.102,18969,306,642,317,427,akron_sus,32.95177,-106.92301,4577.1,3,3.625,-156,0.0
T102Boot,2024-06-22,11:27:28.814,32.94608,-106.92174,4551.4,32.95135,-106.92300,4550.3,3,0,0,163,0x03,29,0,8,10,-94,-99,1961.47,-1.107,1961.474,123.761,56%,3.652,4.105,18970,307,642,318,428,akron_sus,32.95177,-106.92301,4577.1,3,3.625,-156,0.0
T102Boot,2024-06-22,11:27:29.834,32.94608,-106.92174,4551.4,32.95135,-106.92300,4550.4,3,0,0,155,0x03,30,0,8,10,-94,-99,1961.45,-1.045,1961.450,123.759,58%,3.651,4.103,18971,308,642,319,429,akron_sus,32.95177,-106.92301,4577.1,3,3.625,-156,0.0
T102Boot,2024-06-22,11:27:30.794,32.94608,-106.92174,4551.4,32.95135,-106.92300,4550.5,3,0,0,-46,0x03,30,0,8,9,-93,-98,1961.42,-0.891,1961.419,138.858,60%,3.651,4.101,18972,309,642,320,430,akron_sus,32.95177,-106.92301,4577.1,3,3.625,-156,0.0
T102Boot,2024-06-22,11:27:31.786,32.94608,-106.92174,4551.4,32.95135,-106.92300,4550.7,3,0,0,-34,0x03,30,0,8,10,-95,-98,1961.39,-0.684,1961.389,110.297,61%,3.650,4.100,18973,310,642,321,431,akron_sus,32.95177,-106.92301,4577.1,3,3.625,-156,0.0
T102Boot,2024-06-22,11:27:32.805,32.94608,-106.92174,4551.4,32.95135,-106.92300,4550.9,3,0,0,112,0x03,29,0,8,9,-94,-98,1961.36,-0.503,1961.359,123.753,64%,3.650,4.103,18974,311,642,322,432,akron_sus,32.95177,-106.92301,4577.1,3,3.625,-156,0.0
T102Boot,2024-06-22,11:27:33.795,32.94608,-106.92174,4551.4,32.95135,-106.92300,4550.9,3,0,0,-158,0x03,29,0,8,9,-94,-99,1961.35,-0.471,1961.347,123.753,67%,3.646,4.102,18975,312,642,323,433,akron_sus,32.95177,-106.92301,4577.1,3,3.625,-156,0.0
T102Boot,2024-06-22,11:27:35.806,32.94608,-106.92174,4551.4,32.95135,-106.92300,4551.2,3,0,0,-119,0x03,30,0,8,9,-95,-98,1961.32,-0.248,1961.323,110.293,65%,3.650,4.102,18976,314,644,325,434,akronboo,32.95162,-106.92310,4566.8,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:36.795,32.94608,-106.92174,4551.4,32.95135,-106.92300,4551.4,3,0,0,149,0x03,30,0,8,9,-95,-99,1961.29,0.015,1961.286,110.291,66%,3.650,4.101,18977,315,644,326,435,akronboo,32.95162,-106.92310,4566.8,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:37.785,32.94608,-106.92174,4551.4,32.95135,-106.92300,4551.5,3,0,0,-158,0x03,30,0,8,9,-93,-98,1961.26,0.129,1961.256,138.846,69%,3.648,4.103,18978,316,644,327,436,akronboo,32.95162,-106.92310,4566.8,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:38.805,32.94608,-106.92174,4551.4,32.95135,-106.92299,4551.7,3,0,0,-37,0x03,29,0,8,10,-93,-98,1961.23,0.238,1961.232,138.845,70%,3.648,4.102,18979,317,644,328,437,akronboo,32.95162,-106.92310,4566.8,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:39.795,32.94608,-106.92174,4551.4,32.95135,-106.92299,4551.7,3,0,0,16,0x03,30,0,8,9,-93,-97,1961.21,0.333,1961.214,138.843,73%,3.648,4.101,18980,318,644,329,438,akronboo,32.95162,-106.92310,4566.8,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:40.784,32.94608,-106.92174,4551.4,32.95135,-106.92299,4551.8,3,0,0,98,0x03,30,0,8,9,-94,-98,1961.18,0.405,1961.178,123.742,76%,3.620,4.102,18981,319,644,330,439,akronboo,32.95162,-106.92310,4566.8,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:41.804,32.94608,-106.92174,4551.4,32.95135,-106.92299,4551.8,3,0,0,100,0x03,29,0,8,9,-94,-98,1961.14,0.396,1961.136,123.739,77%,3.620,4.103,18982,320,644,331,440,akronboo,32.95162,-106.92310,4566.8,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:42.795,32.94608,-106.92174,4551.4,32.95135,-106.92299,4551.7,3,0,0,64,0x03,29,0,8,9,-96,-98,1961.12,0.277,1961.124,98.289,78%,3.626,4.102,18983,321,644,332,441,akronboo,32.95162,-106.92310,4566.8,3,3.577,-78,0.0
T102Boot,2024-06-22,11:27:43.785,32.94608,-106.92174,4551.4,32.95135,-106.92299,4551.4,3,0,0,-120,0x03,30,0,8,9,-97,-101,1961.12,-0.024,1961.118,87.600,79%,3.626,4.103,18984,322,644,333,442,akronboo,32.95162,-106.92310,4566.8,3,3.577,-78,0.0
T102Boot,2024-06-22,11:42:24.801,32.95132,-106.92245,4546.9,32.95132,-106.92300,4552.1,3,0,0,-9,0x03,29,0,9,9,-74,-80,165.55,5.114,165.632,104.457,100%,3.646,4.114,19778,739,818,735,1156,akronboo,32.95161,-106.92312,4556.2,3,3.577,-78,0.0
T102Boot,2024-06-22,11:42:25.790,32.95132,-106.92245,4546.9,32.95132,-106.92300,4551.9,3,0,0,8,0x03,29,0,8,9,-72,-81,165.52,4.979,165.597,131.479,100%,3.646,4.115,19779,740,818,736,1157,akronboo,32.95161,-106.92312,4556.2,3,3.577,-78,0.0
T102Boot,2024-06-22,11:42:27.800,32.95132,-106.92245,4546.9,32.95132,-106.92300,4551.8,3,0,0,115,0x03,28,0,9,9,-77,-81,165.52,4.894,165.595,73.936,100%,3.637,4.115,19780,741,820,737,1158,akron_sus,32.95174,-106.92300,4554.0,3,3.61,35,0.0
T102Boot,2024-06-22,11:42:28.791,32.95132,-106.92245,4546.9,32.95132,-106.92300,4551.7,3,0,0,24,0x03,28,0,8,9,-78,-84,165.55,4.789,165.622,65.908,100%,3.640,4.115,19781,742,820,738,1159,akron_sus,32.95174,-106.92300,4554.0,3,3.61,35,0.0
T102Boot,2024-06-22,11:42:29.781,32.95132,-106.92245,4546.9,32.95132,-106.92300,4551.6,3,0,0,-166,0x03,28,0,9,10,-77,-84,165.55,4.655,165.619,73.950,100%,3.640,4.115,19782,743,820,739,1160,akron_sus,32.95174,-106.92300,4554.0,3,3.61,35,0.0
T102Boot,2024-06-22,11:42:30.800,32.95132,-106.92245,4546.9,32.95132,-106.92300,4551.5,3,0,0,-73,0x03,28,0,8,10,-75,-83,165.55,4.537,165.615,93.097,100%,3.639,4.117,19783,744,820,740,1161,akron_sus,32.95174,-106.92300,4554.0,3,3.61,35,0.0
T102Boot,2024-06-22,11:42:31.790,32.95132,-106.92245,4546.9,32.95132,-106.92300,4551.2,3,0,0,163,0x03,28,0,8,10,-77,-83,165.61,4.258,165.669,73.977,100%,3.639,4.116,19784,745,820,741,1162,akron_sus,32.95174,-106.92300,4554.0,3,3.61,35,0.0
T102Boot,2024-06-22,11:42:32.780,32.95132,-106.92245,4546.9,32.95132,-106.92300,4550.9,3,0,0,38,0x03,28,0,8,10,-77,-82,165.61,4.005,165.663,73.977,100%,3.638,4.114,19785,746,820,742,1163,akron_sus,32.95174,-106.92300,4554.0,3,3.61,35,0.0
T102Boot,2024-06-22,11:42:33.801,32.95132,-106.92245,4546.9,32.95132,-106.92300,4550.8,3,0,0,25,0x03,28,0,8,10,-78,-84,165.61,3.851,165.659,65.932,100%,3.638,4.116,19786,747,820,743,1164,akron_sus,32.95174,-106.92300,4554.0,3,3.61,35,0.0
T102Boot,2024-06-22,11:42:35.031,32.95132,-106.92245,4546.9,32.95132,-106.92300,4550.7,3,0,0,4,0x03,28,0,8,9,-72,-83,165.65,3.752,165.688,131.577,100%,3.632,4.114,19787,748,33590,744,1165,akronboo,32.95161,-106.92313,4566.7,3,3.577,-78,0.0
T102Boot,2024-06-22,11:42:35.781,32.95132,-106.92245,4546.9,32.95132,-106.92300,4550.6,3,0,0,-36,0x03,27,0,8,9,-74,-83,165.65,3.608,165.684,104.515,100%,3.632,4.115,19787,749,822,745,1165,akronboo,32.95161,-106.92313,4566.7,3,3.577,-78,0.0
T102Boot,2024-06-22,11:42:36.800,32.95130,-106.92245,4547.5,32.95132,-106.92300,4550.4,3,0,0,73,0x03,28,0,8,9,-71,-79,167.47,2.929,167.496,149.258,100%,3.640,4.115,19788,750,822,746,1166,akronboo,32.95161,-106.92313,4566.7,3,3.577,-78,0.0
T102Boot,2024-06-22,11:42:37.790,32.95130,-106.92245,4547.5,32.95132,-106.92300,4550.2,3,0,0,9,0x03,28,0,8,10,-71,-124,167.50,2.689,167.523,149.286,100%,3.640,4.115,19789,751,822,747,1167,akronboo,32.95161,-106.92313,4566.7,3,3.577,-78,0.0
T102Boot,2024-06-22,11:42:38.781,32.95130,-106.92245,4547.5,32.95132,-106.92300,4550.0,3,0,0,32,0x03,28,0,8,10,-70,-81,167.50,2.502,167.520,167.501,100%,3.645,4.115,19790,752,822,748,1168,akronboo,32.95161,-106.92313,4566.7,3,3.577,-78,0.0
T102Boot,2024-06-22,11:42:39.801,32.95130,-106.92245,4547.5,32.95132,-106.92300,4549.8,3,0,0,140,0x03,28,0,8,10,-69,-78,167.50,2.315,167.517,187.939,100%,3.645,4.116,19791,753,822,749,1169,akronboo,32.95161,-106.92313,4566.7,3,3.577,-78,0.0
T102Boot,2024-06-22,11:42:40.791,32.95130,-106.92245,4547.5,32.95132,-106.92300,4549.7,3,0,0,53,0x03,26,0,9,10,-68,-77,167.44,2.217,167.455,210.794,100%,3.645,4.115,19792,754,822,750,1170,akronboo,32.95161,-106.92313,4566.7,3,3.577,-78,0.0
T102Boot,2024-06-22,11:42:41.780,32.95130,-106.92245,4547.5,32.95132,-106.92300,4549.5,3,0,0,26,0x03,27,0,8,10,-68,-76,167.41,2.040,167.422,210.756,100%,3.607,4.117,19793,755,822,751,1171,akronboo,32.95161,-106.92313,4566.7,3,3.577,-78,0.0
T102Boot,2024-06-22,11:42:42.801,32.95130,-106.92245,4547.5,32.95132,-106.92300,4549.3,3,0,0,26,0x03,28,0,9,10,-67,-76,167.41,1.849,167.420,236.472,100%,3.607,4.115,19794,756,822,752,1172,akronboo,32.95161,-106.92313,4566.7,3,3.577,-78,0.0
T102Boot,2024-06-22,11:42:43.791,32.95129,-106.92246,4547.1,32.95132,-106.92300,4549.2,3,0,0,-59,0x03,28,0,8,10,-63,-74,162.92,2.095,162.938,364.743,100%,3.642,4.115,19795,757,822,753,1173,akronboo,32.95161,-106.92313,4566.7,3,3.577,-78,0.0
T102Boot,2024-06-22,11:42:44.779,32.95129,-106.92246,4547.1,32.95132,-106.92300,4549.2,3,0,0,123,0x03,27,0,9,10,-67,-70,162.83,2.105,162.847,230.008,100%,3.642,4.117,19796,758,822,754,1174,akronboo,32.95161,-106.92313,4566.7,3,3.577,-78,0.0
T102Boot,2024-06-22,11:42:45.799,32.95127,-106.92245,4547.3,32.95132,-106.92300,4549.1,3,0,0,-73,0x03,28,0,8,10,-74,-79,166.65,1.869,166.662,105.150,100%,3.637,4.116,19797,759,822,755,1175,akronboo,32.95161,-106.92313,4566.7,3,3.577,-78,0.0
T102Boot,2024-06-22,11:42:47.001,32.95125,-106.92243,4547.5,32.95132,-106.92300,4549.0,3,0,0,160,0x03,27,0,9,10,-69,-80,175.56,1.529,175.571,196.986,100%,3.637,4.114,19798,760,33592,756,1176,akron_sus,32.95174,-106.92300,4557.2,3,3.614,-93,0.0
T102Boot,2024-06-22,11:42:47.781,32.95123,-106.92239,4547.7,32.95132,-106.92300,4548.8,3,0,0,-100,0x03,28,0,8,11,-74,-80,189.14,1.171,189.147,119.341,94%,3.641,4.115,19798,761,824,757,1176,akron_sus,32.95174,-106.92300,4557.2,3,3.614,-93,0.0
T102Boot,2024-06-22,11:42:48.800,32.95123,-106.92234,4548.1,32.95132,-106.92300,4548.8,3,0,0,77,0x03,28,1,7,10,-75,-80,202.62,0.635,202.626,113.944,94%,3.641,4.115,19799,762,824,758,1177,akron_sus,32.95174,-106.92300,4557.2,3,3.614,-93,0.0
T102Boot,2024-06-22,11:42:49.789,32.95123,-106.92230,4549.4,32.95132,-106.92300,4548.6,3,0,0,-121,0x03,29,1,7,10,-84,-81,215.58,-0.859,215.583,43.014,94%,3.638,4.117,19800,763,824,759,1178,akron_sus,32.95174,-106.92300,4557.2,3,3.614,-93,0.0
T102Boot,2024-06-22,11:42:50.780,32.95121,-106.92226,4548.9,32.95132,-106.92300,4548.4,3,0,0,20,0x03,28,1,8,10,-71,-92,228.22,-0.468,228.218,203.399,94%,3.638,4.113,19801,764,824,760,1179,akron_sus,32.95174,-106.92300,4557.2,3,3.614,-93,0.0
T102Boot,2024-06-22,11:42:51.830,32.95117,-106.92223,4548.9,32.95132,-106.92300,4548.2,3,0,0,94,0x03,28,1,7,10,-75,-79,241.38,-0.696,241.386,135.741,96%,3.643,4.116,19802,765,824,761,1180,akron_sus,32.95174,-106.92300,4557.2,3,3.614,-93,0.0
T102Boot,2024-06-22,11:42:52.818,32.95114,-106.92219,4549.1,32.95132,-106.92300,4548.2,3,0,0,-63,0x03,28,1,8,10,-77,-82,256.42,-0.930,256.423,114.539,96%,3.643,4.114,19803,766,824,762,1181,akron_sus,32.95174,-106.92300,4557.2,3,3.614,-93,0.0
T102Boot,2024-06-22,11:42:58.791,32.95094,-106.92198,4547.8,32.95132,-106.92300,4547.9,3,0,0,31,0x03,29,1,7,10,-78,-81,341.01,0.150,341.015,135.760,88%,3.640,4.115,19807,772,828,768,1185,akronboo,32.95162,-106.92312,4558.5,3,3.577,-78,0.0
